Marca,Modelo,Version,Precio,Combustible,Año,Kms,Potencia,Puertas,Cambio,Color,Distribuidor
Volkswagen,Polo,1.2 Advance BlueMotion,7799,Gasolina,2012-01-01,85985.0,70,3,Manual,Blanco,Autohero.com
Renault,Scenic,1.5 dCi BOSE EDC ,13099,Diésel,2016-01-01,86101.0,110,5,Automático,Negro,Autohero.com
Citroen,C4 Picasso,1.2 PureTech First,11599,Gasolina,2016-01-01,86131.0,110,5,Manual,Negro,Autohero.com
Citroen,Berlingo,1.5 Blue-HDi Feel M,19799,Diésel,2019-01-01,86633.0,102,5,Manual,Gris,Autohero.com
Seat,León,1.2 TSI Style Connect Plus,11999,Gasolina,2016-01-01,86640.0,110,5,Manual,Rojo,Autohero.com
Nissan,Qashqai,1.6 dCi Acenta,16599,Diésel,2016-01-01,86683.0,130,5,Automático,Negro,Autohero.com
Volkswagen,Tiguan,2.0 TDI Sport 4Motion,29799,Diésel,2018-01-01,86974.0,240,5,Automático,Gris,Autohero.com
Peugeot,3008,1.2 PureTech Allure,18399,Gasolina,2017-01-01,87230.0,130,5,Manual,Gris,Autohero.com
Audi,A1,1.6 TDI Attraction,14699,Diésel,2015-01-01,87448.0,115,5,Manual,Rojo,Autohero.com
Land,Rover Discovery Sport,2.0 Td4 HSE,25399,Diésel,2018-01-01,87851.0,150,5,Automático,Blanco,Autohero.com
Ford,Grand C-Max,1.5 EcoBoost Titanium,13999,Gasolina,2015-01-01,87901.0,150,5,Manual,Rojo,Autohero.com
Ssangyong,Korando,2.0 TD Limited Plus 4x2,9999,Diésel,2012-01-01,87954.0,175,5,Manual,Gris,Autohero.com
Mitsubishi,ASX,1.6 Motion 2WD,14699,Gasolina,2018-01-01,87984.0,117,5,Manual,Rojo,Autohero.com
Seat,Ibiza,1.2 Reference I-Tech 30 Aniversario,7999,Gasolina,2014-01-01,88147.0,70,5,Manual,Blanco,Autohero.com
Nissan,Qashqai,1.5 dCi N-Connecta,17699,Diésel,2018-01-01,88279.0,116,5,Manual,Gris,Autohero.com
Citroen,DS4 Crossback,1.2 PureTech Connected Chic,15099,Gasolina,2018-01-01,88555.0,130,5,Manual,Rojo,Autohero.com
Renault,Megane,1.2 TCe Energy Zen,12199,Gasolina,2016-01-01,88601.0,132,5,Manual,Gris,Autohero.com
Seat,Ibiza,1.0 TSI Style,11699,Gasolina,2017-01-01,88825.0,95,5,Manual,Azul,Autohero.com
Renault,Grand Scenic,1.2 TCe  Zen,15999,Gasolina,2017-01-01,89082.0,132,5,Manual,Negro,Autohero.com
Toyota,Yaris,1.3 100 Active,10799,Gasolina,2016-01-01,89602.0,100,5,Manual,Gris,Autohero.com
Renault,Megane,1.5 dCi S.T GT-Style,10899,Diésel,2015-01-01,89642.0,110,5,Manual,Azul,Autohero.com
Peugeot,Traveller,2.0 Blue-HDi Business Standard,26999,Diésel,2018-01-01,89713.0,150,5,Manual,Plata,Autohero.com
Mitsubishi,Eclipse Cross,1.5 T-MIVEC Spirit 4WD,22499,Gasolina,2020-01-01,89964.0,163,5,Automático,Gris,Autohero.com
Renault,Talisman,1.6 TCe Energy Intens,15799,Gasolina,2016-01-01,90031.0,150,5,Automático,Gris,Autohero.com
Opel,Combo,1.3 CDTI Expression L1H1,10899,Diésel,2016-01-01,90045.0,90,5,Manual,Blanco,Autohero.com
Kia,cee'd,1.6 CRDi VGT X-Tech,13999,Diésel,2016-01-01,90117.0,135,5,Manual,Negro,Autohero.com
BMW,X4,xDrive 20d,25399,Diésel,2015-01-01,90296.0,190,5,Automático,Azul,Autohero.com
BMW,Serie 2,218d Gran Coupe,18299,Diésel,2015-01-01,90357.0,150,5,Automático,Dorado,Autohero.com
Peugeot,208,1.0 PureTech Access,7699,Gasolina,2016-01-01,90362.0,68,5,Manual,Blanco,Autohero.com
Volkswagen,Golf VII,1.6 TDI Variant Edition,14499,Diésel,2018-01-01,90590.0,115,5,Manual,Gris,Autohero.com
Peugeot,208,1.2 PureTech Signature,12999,Gasolina,2019-01-01,90624.0,110,5,Automático,Blanco,Autohero.com
Peugeot,3008,1.6 Blue-HDi Active,18799,Diésel,2017-01-01,90845.0,120,5,Manual,Gris,Autohero.com
Opel,Astra,1.7 CDTI Sportive,8599,Diésel,2011-01-01,90895.0,110,5,Manual,Blanco,Autohero.com
Opel,Corsa,1.2 CMon,6099,Gasolina,2011-01-01,91084.0,85,5,Manual,Gris,Autohero.com
Peugeot,5008,1.6 Blue-HDi GT Line,22899,Diésel,2017-01-01,91178.0,120,5,Automático,Gris,Autohero.com
Audi,Q5,2.0 TDI Ultra Advanced edition,22999,Diésel,2016-01-01,91246.0,150,5,Manual,Plata,Autohero.com
Opel,Zafira Tourer,2.0 CDTI Excellence,10299,Diésel,2012-01-01,91286.0,165,5,Manual,Gris,Autohero.com
Audi,A6,2.0 TDI Ultra,19599,Diésel,2015-01-01,91412.0,190,5,Manual,Negro,Autohero.com
Hyundai,i30,1.0 TGDI Klass,12999,Gasolina,2017-01-01,91505.0,120,5,Manual,Blanco,Autohero.com
Audi,A5 Sportback,2.0 TDI S Line Edition,22299,Diésel,2016-01-01,91892.0,190,5,Manual,Negro,Autohero.com
Toyota,Yaris,1.33 Dual VVT-i Active,9099,Gasolina,2014-01-01,91905.0,100,5,Manual,Blanco,Autohero.com
Mercedes-Benz,Clase A,A 200,25899,Gasolina,2018-01-01,91921.0,163,3,Automático,Blanco,Autohero.com
Peugeot,308,2.0 Blue-HDi Allure,13699,Diésel,2016-01-01,92315.0,150,5,Manual,Negro,Autohero.com
Citroen,C4 Grand Picasso,1.6 Blue-HDi Feel,15399,Diésel,2017-01-01,92427.0,120,5,Manual,Rojo,Autohero.com
Mercedes-Benz,Clase A,A 180 Urban,17399,Gasolina,2016-01-01,92591.0,122,5,Manual,Negro,Autohero.com
Citroen,Berlingo,1.6 Blue-HDi Live Talla M,13999,Diésel,2019-01-01,92879.0,100,5,Manual,Blanco,Autohero.com
Alfa,Romeo Giulietta,1.6 JTDM Distinctive,10999,Diésel,2015-01-01,92884.0,105,5,Manual,Blanco,Autohero.com
Seat,León,2.0 TDI FR,17299,Diésel,2017-01-01,93113.0,150,3,Manual,Azul,Autohero.com
BMW,Serie 2,220i Active Tourer Advantage,17899,Gasolina,2016-01-01,93254.0,192,5,Automático,Azul,Autohero.com
Peugeot,2008,1.2 PureTech Style,12999,Gasolina,2018-01-01,93324.0,82,5,Manual,Gris,Autohero.com
Audi,A1,1.6 TDI Adrenalin,14499,Diésel,2017-01-01,93333.0,115,5,Manual,Azul,Autohero.com
Citroen,C-Elysée,1.6 HDi Seduction,7299,Diésel,2015-01-01,93453.0,92,5,Manual,Gris,Autohero.com
Citroen,Berlingo,1.5 Blue-HDi Feel XL,20099,Diésel,2019-01-01,93754.0,102,5,Manual,Gris,Autohero.com
BMW,Serie 4,420d Gran Coupé Luxury Line,22299,Diésel,2016-01-01,94030.0,190,5,Automático,Azul,Autohero.com
Jeep,Renegade,2.0 M-Jet Longitude 4WD,15599,Diésel,2015-01-01,94428.0,120,5,Manual,Rojo,Autohero.com
Nissan,Note,1.2 Naru Edition,8899,Gasolina,2016-01-01,94459.0,80,5,Manual,Negro,Autohero.com
Seat,Ibiza,1.2 TSI Style,9999,Gasolina,2017-01-01,94645.0,90,3,Manual,Gris,Autohero.com
Peugeot,2008,1.6 Blue-HDi Allure,15599,Diésel,2018-01-01,94674.0,120,5,Manual,Rojo,Autohero.com
Peugeot,Partner,1.6 Blue-HDi Tepee Style,14199,Diésel,2017-01-01,95002.0,100,3,Manual,Blanco,Autohero.com
Peugeot,Partner,1.6 Blue-HDi Tepee Style,14199,Diésel,2017-01-01,95002.0,100,5,Manual,Blanco,Autohero.com
Hyundai,Tucson,2.0 CRDi Go Sky 4x2,19199,Diésel,2018-01-01,95015.0,135,5,Manual,Blanco,Autohero.com
Dacia,Duster II,1.5 dCi Ambiance,13999,Diésel,2018-01-01,95163.0,110,5,Manual,Gris,Autohero.com
Kia,Stonic,1.2 Drive,13199,Gasolina,2019-01-01,95214.0,85,5,Manual,Gris,Autohero.com
Volkswagen,Polo,1.6 TDI Advance,8999,Diésel,2013-01-01,95805.0,90,5,Manual,Gris,Autohero.com
Kia,cee'd,1.4 X-Tech,12599,Gasolina,2018-01-01,95860.0,100,5,Manual,Blanco,Autohero.com
Volkswagen,Polo,1.2 TSI Advance BlueMotion,11999,Gasolina,2016-01-01,96003.0,90,5,Manual,Gris,Autohero.com
BMW,Serie 3,318d,18199,Diésel,2017-01-01,96108.0,150,5,Manual,Gris,Autohero.com
Fiat,500,1.2 Lounge,9099,Gasolina,2017-01-01,96350.0,70,3,Manual,Blanco,Autohero.com
Toyota,Auris Touring Sports,1.6 Active,11699,Gasolina,2015-01-01,96436.0,132,5,Manual,Blanco,Autohero.com
Mercedes-Benz,Clase A,A 200 CDI BlueEfficiency Urban,16299,Diésel,2013-01-01,96636.0,135,5,Automático,Gris,Autohero.com
Nissan,Qashqai,1.2 Acenta,12699,Gasolina,2014-01-01,97139.0,115,5,Manual,Blanco,Autohero.com
Peugeot,308,1.6 Blue-HDi Style,11499,Diésel,2016-01-01,97201.0,120,5,Manual,Blanco,Autohero.com
Peugeot,5008,1.5 Blue-HDi GT Line,23299,Diésel,2018-01-01,97280.0,131,5,Automático,Azul,Autohero.com
Peugeot,208,1.2 PureTech Active,8899,Gasolina,2016-01-01,97321.0,82,5,Manual,Plata,Autohero.com
Seat,Ibiza,1.2 TSI Style,9999,Gasolina,2017-01-01,94645.0,90,5,Manual,Gris,Autohero.com
Fiat,500,1.2 Lounge,6499,Gasolina,2011-01-01,97324.0,70,3,Manual,Blanco,Autohero.com
Ford,Fiesta,1.1 Trend,10799,Gasolina,2018-01-01,97827.0,85,5,Manual,Gris,Autohero.com
Renault,Kangoo,1.5 dCi Extrem,11599,Diésel,2015-01-01,97952.0,90,5,Manual,Rojo,Autohero.com
Toyota,Auris,1.2 Turbo Active,12499,Gasolina,2016-01-01,97977.0,115,5,Manual,Blanco,Autohero.com
Toyota,Yaris,1.0 VVT-i City,9799,Gasolina,2017-01-01,98139.0,70,5,Manual,Blanco,Autohero.com
Citroen,C 3,1.4 Collection,6899,Gasolina,2012-01-01,98198.0,73,5,Manual,Blanco,Autohero.com
Mitsubishi,Outlander,PHEV Motion 4WD,24399,Híbrido,2018-01-01,98257.0,135,5,Automático,Blanco,Autohero.com
Opel,Insignia,1.6 CDTI DPF Excellence,13999,Diésel,2017-01-01,98563.0,136,5,Manual,Marrón,Autohero.com
Volvo,XC 70,2.0 D4 Momentum 2WD,21999,Diésel,2016-01-01,98594.0,180,5,Automático,Azul,Autohero.com
Mercedes-Benz,Clase GLC,GLC 220,33499,Diésel,2018-01-01,98795.0,170,5,Automático,Negro,Autohero.com
Opel,Insignia Sports Tourer,1.6 CDTI Selective,16399,Diésel,2019-01-01,98879.0,110,5,Manual,Blanco,Autohero.com
Renault,Captur,Zen Energy TCe ,14599,Gasolina,2018-01-01,98907.0,120,5,Automático,Blanco,Autohero.com
Audi,Q5,2.0 TDI Ambiente quattro,21499,Diésel,2014-01-01,99020.0,177,5,Automático,Gris,Autohero.com
Renault,Megane,1.2 GT-Style,9099,Gasolina,2013-01-01,99054.0,115,5,Manual,Negro,Autohero.com
Nissan,Micra,1.2 Acenta,7799,Gasolina,2017-01-01,99125.0,80,5,Manual,Gris,Autohero.com
Renault,Scenic,1.2 Limited,10599,Gasolina,2016-01-01,99248.0,115,5,Manual,Azul,Autohero.com
Audi,Q2,30 TDI Design,20599,Diésel,2018-01-01,99518.0,116,5,Manual,Blanco,Autohero.com
Kia,Stonic,1.0 TGDI Drive,13399,Gasolina,2018-01-01,99950.0,101,5,Manual,Negro,Autohero.com
Lexus,NX-Serie,NX 300h Business,25799,Híbrido,2018-01-01,100174.0,155,5,Automático,Blanco,Autohero.com
Seat,Altea XL,1.6 TDI Style,8799,Diésel,2013-01-01,100327.0,105,5,Manual,Negro,Autohero.com
Hyundai,Elantra,1.6 MPI Tecno,12499,Gasolina,2017-01-01,100346.0,128,5,Manual,Azul,Autohero.com
Citroen,C4 Cactus,1.2 PureTech Feel,9599,Gasolina,2015-01-01,100375.0,82,5,Manual,Blanco,Autohero.com
Ford,Ka,1.2 Trend,7599,Gasolina,2016-01-01,100542.0,70,3,Manual,Rojo,Autohero.com
Peugeot,Partner,1.6 Blue-HDi Style ,14899,Diésel,2017-01-01,100550.0,120,5,Manual,Blanco,Autohero.com
Audi,A3,1.4 TFSI Ambition ultra,17099,Gasolina,2015-01-01,100670.0,150,3,Manual,Blanco,Autohero.com
Volkswagen,Golf VII,1.8 TSI 4Motion BlueMotion,18999,Gasolina,2016-01-01,100771.0,180,5,Automático,Gris,Autohero.com
Renault,Clio,1.2 Authentique,7499,Gasolina,2015-01-01,100792.0,73,5,Manual,Blanco,Autohero.com
Ford,C-Max,1.0 EcoBoost Trend,8899,Gasolina,2013-01-01,100875.0,125,5,Manual,Rojo,Autohero.com
Toyota,RAV 4,2.5 Hybrid Advance 4x2,27199,Híbrido,2019-01-01,101038.0,218,5,Automático,Gris,Autohero.com
Mitsubishi,Outlander,2.0 Kaiteki PHEV,17899,Híbrido,2015-01-01,101120.0,150,5,Automático,Blanco,Autohero.com
Peugeot,208,1.6 Blue-HDi Allure,10499,Diésel,2016-01-01,101337.0,100,5,Manual,Gris,Autohero.com
Ford,Tourneo Connect,1.5 TDCi Titanium,18599,Diésel,2017-01-01,101354.0,120,5,Automático,Gris,Autohero.com
Peugeot,207,1.6 CC VTi,7299,Gasolina,2012-01-01,101592.0,120,3,Manual,Blanco,Autohero.com
Toyota,AYGO,1.0 X-Cite,9199,Gasolina,2017-01-01,101623.0,70,5,Manual,Rojo,Autohero.com
Toyota,Auris,1.6 Active,10199,Gasolina,2015-01-01,101995.0,132,5,Manual,Blanco,Autohero.com
Citroen,C 3,1.2 PureTech Feel,9799,Gasolina,2017-01-01,102100.0,82,5,Manual,Rojo,Autohero.com
BMW,Serie 1,118i,19399,Gasolina,2019-01-01,102203.0,135,5,Automático,Blanco,Autohero.com
Toyota,RAV 4,2.5 Hybrid Advance Hybrid 2WD,21299,Híbrido,2016-01-01,102299.0,152,5,Automático,Negro,Autohero.com
Land,Rover Evoque,2.2 Sd4 Pure,22599,Diésel,2014-01-01,102744.0,190,5,Automático,Negro,Autohero.com
Kia,Sportage,2.0 CRDi Drive 4x4,14799,Diésel,2015-01-01,103304.0,135,5,Manual,Blanco,Autohero.com
Hyundai,Elantra,1.6 MPI Tecno,12499,Gasolina,2017-01-01,100346.0,128,3,Manual,Azul,Autohero.com
Audi,A3,1.4 TFSI Ambition ultra,17099,Gasolina,2015-01-01,100670.0,150,5,Manual,Blanco,Autohero.com
Mitsubishi,Outlander,2.0 Kaiteki PHEV,17899,Híbrido,2015-01-01,101120.0,150,3,Automático,Blanco,Autohero.com
Citroen,C 3,1.2 PureTech Feel,9799,Gasolina,2017-01-01,102100.0,82,3,Manual,Rojo,Autohero.com
Citroen,C4 Cactus,1.6 Blue-HDi Shine,10099,Diésel,2014-01-01,103738.0,100,5,Manual,Marrón,Autohero.com
Volkswagen,Tiguan,2.0 TDI T1 Sport BlueMotion 4x2,13899,Diésel,2012-01-01,103744.0,140,5,Manual,Blanco,Autohero.com
Ford,Kuga,1.5 EcoBoost ST-Line Limited Edition,19699,Gasolina,2019-01-01,103780.0,150,5,Manual,Gris,Autohero.com
Audi,A3,1.6 TDI Attraction,14299,Diésel,2016-01-01,103803.0,110,5,Manual,Negro,Autohero.com
Seat,Ibiza,1.4 Good Stuff,7299,Gasolina,2011-01-01,104055.0,85,5,Manual,Plata,Autohero.com
Chevrolet,Orlando,1.8 LT +,9299,Gasolina,2011-01-01,104122.0,140,5,Manual,Gris,Autohero.com
Citroen,C 3,1.2 PureTech Feel,10599,Gasolina,2019-01-01,104160.0,82,5,Manual,Gris,Autohero.com
Volkswagen,Tiguan,2.0 TDI BlueMotion T1 4x2,14699,Diésel,2014-01-01,104240.0,110,5,Manual,Beige,Autohero.com
Opel,Mokka X,1.4 Turbo Innovation 4x2,14699,Gasolina,2019-01-01,104667.0,140,5,Manual,Negro,Autohero.com
Peugeot,208,1.2 VTi Active,7699,Gasolina,2013-01-01,105343.0,82,5,Manual,Beige,Autohero.com
MINI,Cabrio,Cooper D,16599,Diésel,2016-01-01,105498.0,115,3,Manual,Verde,Autohero.com
Peugeot,508,2.0 HDi Allure,9799,Diésel,2013-01-01,105696.0,140,3,Manual,Negro,Autohero.com
Toyota,Yaris,1.5 Active,12399,Gasolina,2019-01-01,105976.0,110,3,Manual,Blanco,Autohero.com
Toyota,Auris Touring Sports,1.2 Active,12799,Gasolina,2017-01-01,106368.0,115,5,Manual,Blanco,Autohero.com
Opel,Insignia,1.4 Turbo Selective,10299,Gasolina,2014-01-01,106472.0,140,5,Manual,Verde,Autohero.com
Renault,Clio,1.5 dCi Energy Limited,10799,Diésel,2016-01-01,106541.0,90,5,Manual,Blanco,Autohero.com
Peugeot,2008,1.2 PureTech Allure,13399,Gasolina,2017-01-01,106643.0,110,5,Manual,Gris,Autohero.com
Seat,León,1.4 TSI Style Copa,8299,Gasolina,2011-01-01,106731.0,125,5,Manual,Gris,Autohero.com
Peugeot,3008,2.0 Blue-HDi GT Line,22099,Diésel,2018-01-01,106910.0,150,5,Manual,Rojo,Autohero.com
Hyundai,Tucson,1.6 GDI BlueDrive Essence 2WD,16899,Gasolina,2019-01-01,106944.0,132,5,Manual,Azul,Autohero.com
Peugeot,308,1.6 Blue-HDi Style,10099,Diésel,2015-01-01,107151.0,100,5,Manual,Gris,Autohero.com
Seat,León,2.0 TDI FR Edition,17299,Diésel,2019-01-01,107645.0,150,5,Automático,Naranja,Autohero.com
Nissan,Qashqai,1.3 DIG-T Acenta,17199,Gasolina,2018-01-01,107677.0,140,5,Manual,Blanco,Autohero.com
Citroen,C4 Cactus,1.2 PureTech Feel,10499,Gasolina,2017-01-01,107704.0,82,5,Manual,Blanco,Autohero.com
Volkswagen,Jetta,1.6 TDI Sport,9899,Diésel,2011-01-01,108427.0,105,5,Automático,Gris,Autohero.com
Peugeot,3008,2.0 Blue-HDi GT Line,21999,Diésel,2018-01-01,108466.0,150,5,Manual,Gris,Autohero.com
Hyundai,i20,1.2 Klass,8299,Gasolina,2015-01-01,108853.0,85,5,Manual,Blanco,Autohero.com
Peugeot,308,1.6 Blue-HDi Style,10599,Diésel,2016-01-01,109397.0,100,5,Manual,Blanco,Autohero.com
Volkswagen,Polo,1.2 TSI Sport BlueMotion,11199,Gasolina,2017-01-01,109464.0,90,5,Manual,Azul,Autohero.com
Dacia,Dokker,1.5 DCi Ambiance,9999,Diésel,2016-01-01,109479.0,75,3,Manual,Blanco,Autohero.com
Peugeot,5008,1.5 Blue-HDi Allure,22599,Diésel,2019-01-01,109526.0,130,5,Automático,Blanco,Autohero.com
BMW,X1,xDrive 20d,24499,Diésel,2018-01-01,109556.0,190,5,Automático,Gris,Autohero.com
Seat,León,1.6 TDI Style,9899,Diésel,2014-01-01,109633.0,105,5,Manual,Blanco,Autohero.com
Fiat,Panda,1.2 Lounge,6399,Gasolina,2012-01-01,109687.0,70,5,Manual,Blanco,Autohero.com
MINI,Countryman,Cooper S ALL4,13199,Gasolina,2011-01-01,109909.0,185,5,Automático,Blanco,Autohero.com
Peugeot,508,2.0 HDi Allure,9799,Diésel,2013-01-01,105696.0,140,5,Manual,Negro,Autohero.com
Toyota,Auris Touring Sports,1.2 Active,12799,Gasolina,2017-01-01,106368.0,115,3,Manual,Blanco,Autohero.com
Hyundai,Tucson,1.6 GDI BlueDrive Essence 2WD,16899,Gasolina,2019-01-01,106944.0,132,3,Manual,Azul,Autohero.com
Dacia,Dokker,1.5 DCi Ambiance,9999,Diésel,2016-01-01,109479.0,75,5,Manual,Blanco,Autohero.com
Peugeot,3008,2.0 Blue-HDi GT Line,22099,Diésel,2018-01-01,106910.0,150,3,Manual,Rojo,Autohero.com
Citroen,C3 Picasso,1.6 Blue-HDi Feel Edition,10099,Diésel,2016-01-01,110135.0,100,5,Manual,Negro,Autohero.com
Nissan,Qashqai,1.2 Acenta,16299,Gasolina,2017-01-01,110145.0,115,5,Manual,Azul,Autohero.com
Mercedes-Benz,Clase B,B 200 CDI,13999,Diésel,2013-01-01,110145.0,135,5,Automático,Blanco,Autohero.com
Opel,Astra,1.6 CDTI SS Selective,8999,Diésel,2014-01-01,110157.0,110,5,Manual,Plata,Autohero.com
Mazda,CX 5,2.0 Style 2WD,14899,Gasolina,2015-01-01,110158.0,165,5,Manual,Azul,Autohero.com
Opel,Insignia,1.6 CDTI Selective,10999,Diésel,2016-01-01,110363.0,120,5,Manual,Gris,Autohero.com
Citroen,C3 Picasso,1.6 HDi Seduction,9399,Diésel,2014-01-01,110653.0,92,5,Manual,Rojo,Autohero.com
Volkswagen,Golf VII,1.4 TSI Advance,17499,Gasolina,2017-01-01,111094.0,125,5,Automático,Blanco,Autohero.com
BMW,Serie 1,118i Advantage,16499,Gasolina,2017-01-01,111334.0,135,5,Automático,Blanco,Autohero.com
Citroen,C4 Grand Picasso,1.6 Blue-HDi Feel,15299,Diésel,2017-01-01,111345.0,120,5,Manual,Blanco,Autohero.com
MINI,MINI,One,8399,Gasolina,2011-01-01,111379.0,75,5,Manual,Blanco,Autohero.com
Seat,Tarraco,2.0 TDI Xcellence Plus 4Drive,29499,Diésel,2019-01-01,111542.0,190,5,Automático,Verde,Autohero.com
Volkswagen,Golf VI,2.0 TDI Sport,11499,Diésel,2011-01-01,111744.0,140,5,Manual,Blanco,Autohero.com
Toyota,Auris,1.6 Active,9599,Gasolina,2013-01-01,112769.0,132,5,Manual,Blanco,Autohero.com
Chevrolet,Trax,1.6 LT,7799,Gasolina,2013-01-01,112863.0,115,5,Manual,Blanco,Autohero.com
Hyundai,ix35,2.0 CRDi Tecno 4X4,13899,Diésel,2015-01-01,113242.0,185,5,Automático,Blanco,Autohero.com
Toyota,Auris,1.8 Hybrid Active,11699,Híbrido,2013-01-01,113501.0,100,5,Automático,Blanco,Autohero.com
Nissan,Qashqai,1.5 Turbodiesel Teckna 4x2,9999,Diésel,2011-01-01,113658.0,110,5,Manual,Blanco,Autohero.com
Hyundai,i30,1.4 GLS Tecno,8599,Gasolina,2013-01-01,113699.0,100,5,Manual,Negro,Autohero.com
Toyota,Verso,1.6 D-4D Advance 7pl,15099,Diésel,2017-01-01,113956.0,110,5,Manual,Gris,Autohero.com
Citroen,C4,1.6 Blue-HDi Feel Edition,10499,Diésel,2016-01-01,114307.0,100,5,Manual,Gris,Autohero.com
Citroen,C 3,HDi Collection,6899,Diésel,2014-01-01,114333.0,68,5,Manual,Negro,Autohero.com
Volkswagen,Polo,1.2 TSI Advance,8599,Gasolina,2013-01-01,114690.0,90,5,Manual,Rojo,Autohero.com
Kia,cee'd,1.4 Concept,9399,Gasolina,2016-01-01,114743.0,100,5,Manual,Blanco,Autohero.com
Kia,Rio,1.2 Concept,7099,Gasolina,2014-01-01,114789.0,85,3,Manual,Blanco,Autohero.com
Ford,Grand C-Max,1.0 EcoBoost Titanium,14199,Gasolina,2018-01-01,115193.0,125,5,Manual,Gris,Autohero.com
Citroen,C 3,1.0 PT Tonic,6999,Gasolina,2014-01-01,115294.0,68,5,Manual,Blanco,Autohero.com
Renault,Twingo,1.2 Emotion,6099,Gasolina,2013-01-01,115776.0,75,3,Manual,Morado,Autohero.com
Ford,Tourneo,1.0 EcoBoost Trend,12299,Gasolina,2016-01-01,116820.0,100,5,Manual,Beige,Autohero.com
Seat,Ibiza,1.6 TDI Style,9499,Diésel,2015-01-01,117204.0,105,5,Manual,Azul,Autohero.com
BMW,X1,sDrive 18d xLine,21299,Diésel,2017-01-01,117359.0,150,5,Manual,Blanco,Autohero.com
Hyundai,i10,1.2 Style,8799,Gasolina,2017-01-01,117423.0,87,5,Manual,Azul,Autohero.com
Opel,Zafira Tourer,1.6 CDTI DPF Selective,12299,Diésel,2016-01-01,117708.0,136,5,Manual,Gris,Autohero.com
Citroen,C4 Picasso,1.6 HDi Seduction,9699,Diésel,2014-01-01,117784.0,92,5,Manual,Blanco,Autohero.com
BMW,Serie 1,116d EfficientDynamics Edition,11399,Diésel,2012-01-01,117920.0,115,5,Manual,Negro,Autohero.com
BMW,X3,xDrive 20d,20199,Diésel,2014-01-01,117934.0,190,5,Automático,Blanco,Autohero.com
Citroen,C4 Cactus,1.2 VTi Feel,8799,Gasolina,2014-01-01,118110.0,82,5,Manual,Blanco,Autohero.com
BMW,X1,sDrive 20d,22099,Diésel,2016-01-01,118603.0,190,5,Automático,Gris,Autohero.com
Peugeot,3008,1.6 Blue-HDi Style,11799,Diésel,2016-01-01,118705.0,120,5,Manual,Blanco,Autohero.com
Dacia,Sandero,0.9 TCe  Stepway,8599,Gasolina,2016-01-01,119144.0,90,5,Manual,Rojo,Autohero.com
Mercedes-Benz,Clase C,C 220 CDI BlueEfficiency Avantgarde,13199,Diésel,2011-01-01,119197.0,170,5,Automático,Plata,Autohero.com
Volkswagen,Passat,2.0 TDI Variant Advance,15299,Diésel,2016-01-01,119399.0,150,5,Manual,Negro,Autohero.com
Renault,Laguna,2.0 dCi Energy GT 4Control,8599,Diésel,2013-01-01,119420.0,150,5,Manual,Plata,Autohero.com
BMW,Serie 3,320d,16099,Diésel,2013-01-01,119427.0,185,5,Automático,Rojo,Autohero.com
Audi,A3,1.6 TDI Design Edition,14699,Diésel,2016-01-01,119725.0,110,3,Manual,Rojo,Autohero.com
Dacia,Sandero II,1.5 dCi Ambiance,7699,Diésel,2017-01-01,119802.0,75,5,Manual,Blanco,Autohero.com
Peugeot,208,1.2 PureTech Access,8199,Gasolina,2016-01-01,120087.0,82,5,Manual,Blanco,Autohero.com
Volkswagen,Polo,1.6 TDI Advance,8999,Diésel,2014-01-01,120202.0,90,5,Manual,Negro,Autohero.com
Volkswagen,Passat,2.0 TDI Advance BlueMotion,15899,Diésel,2015-01-01,120214.0,150,5,Automático,Gris,Autohero.com
Citroen,DS3,1.4 HDi Urban Shot,8199,Diésel,2014-01-01,120274.0,68,5,Manual,Negro,Autohero.com
Fiat,Freemont,2.0 Urban,12799,Diésel,2014-01-01,120636.0,140,5,Manual,Azul,Autohero.com
Hyundai,ix20,1.6 CRDi Tecno Blue,7799,Diésel,2014-01-01,120687.0,115,5,Manual,Gris,Autohero.com
Mercedes-Benz,Clase E,E 220 d AMG Line,31399,Diésel,2018-01-01,120801.0,195,5,Automático,Blanco,Autohero.com
Seat,León,2.0 TDI FR Edition,18499,Diésel,2019-01-01,120849.0,150,5,Automático,Naranja,Autohero.com
Nissan,Juke,1.6 Acenta,9999,Gasolina,2014-01-01,121269.0,117,5,Manual,Negro,Autohero.com
Volkswagen,Tiguan,2.0 TDI T1 Sport BlueMotion,13699,Diésel,2013-01-01,121524.0,140,5,Manual,Marrón,Autohero.com
Citroen,Berlingo,1.6 Blue-HDi Multispace 20 Aniversario ,13899,Diésel,2016-01-01,122209.0,120,5,Manual,Gris,Autohero.com
Nissan,Note,1.2 Acenta,7599,Gasolina,2013-01-01,122258.0,80,5,Manual,Rojo,Autohero.com
Opel,Corsa,1.4 Selective,6999,Gasolina,2013-01-01,122784.0,100,5,Manual,Blanco,Autohero.com
Nissan,Juke,1.6 N-Connecta,12599,Gasolina,2018-01-01,123038.0,117,5,Automático,Negro,Autohero.com
Opel,Astra GTC,1.4 Sportive GTC,9199,Gasolina,2013-01-01,123316.0,140,3,Manual,Rojo,Autohero.com
Peugeot,308,1.2 PureTech Style,10699,Gasolina,2017-01-01,123663.0,110,5,Manual,Gris,Autohero.com
Peugeot,208,1.2 PureTech Active,8299,Gasolina,2015-01-01,124286.0,82,5,Manual,Rojo,Autohero.com
